,flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
5566,0.0,0.0,43.78,77.37,188.1655414,188.1655414,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5926.76,542.44,578.0,570.0186938,14.23248978,542.44,83647266.29,9.5,33.75572725,20.04056325,2959.753771,0.07,141.55
11636,0.001948609,1.74,45.29,62.72,7.59744866,7.59744866,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5830.09,401.88,578.0,557.6737586,53.99694472,557.63,83663570.59,9.5,33.38049285,76.49044982,8922.218874,0.34,141.55
16045,0.00268266,8.74,46.1,63.55,49.15085479,49.15085479,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6011.64,541.28,578.0,574.8039087,10.1776931,562.28,83574019.08,9.5,33.91089768,12.81691064,1387.079541,0.06,141.55
3996,0.00038404,4.82,44.17,63.84,100.1678677,100.1678677,0.0,0,0,0,0,0,0,0,0.0,0.02,0.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5600.36,290.22,578.0,527.9055215,99.61715856,543.42,83581613.67,9.5,32.42623174,141.0102835,19232.20729,0.55,141.55
1548,0.0,0.0,47.0,64.0,15.64443383,15.64443383,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646554.56,9.5,34.0,0.0,0.0,0.0,141.55
9952,0.0,0.0,47.0,64.0,14.74230602,14.74230602,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650801.65,9.5,34.0,0.0,0.0,0.0,141.55
7701,0.567674232,112.0,6.0,64.0,3.523147413,3.523147413,0.0,0,0,1,0,1,0,0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,297.0,54.0,54.0,54.0,0.0,54.0,1.72e-06,5.5,10.39230485,0.0,0.0,0.0,38.5
12797,0.034202268,5.12,43.86,64.4,11.65625228,11.65625228,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.02,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5840.61,486.17,578.24,563.8225758,31.75079444,548.72,83647408.6,9.5,33.56339682,45.00475941,5709.868968,0.18,141.55
14651,0.0,0.0,47.0,64.0,2.132332826,2.132332826,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574024.3,9.5,34.0,0.0,0.0,0.0,141.55
413,204.1441081,195683.8,9.3,88.7,21.22355521,21.22355521,0.0,0,0,0,0,1,0,0,0.0,0.3,0.0,564.7,1188.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,604.0,75.0,188.8,111.125873,43.70090049,123.2,0.024919796,5.5,14.86112483,61.80240617,2239.717454,0.9,38.5
15679,0.0,2.18,46.7,63.37,461.5719159,461.5719159,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6022.2,531.2,578.0,574.3824229,12.34787459,574.4,83646621.9,9.5,33.89188565,17.4897793,1196.049653,0.13,141.55
1346,0.0,0.0,47.0,64.0,15.34494914,15.34494914,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83651093.76,9.5,34.0,0.0,0.0,0.0,141.55
10669,0.029193249,452.93,45.88,63.66,10.54826633,10.54826633,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.63,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5906.49,476.93,578.0,566.291206,31.34875656,562.83,83586004.68,9.5,33.64312966,44.42105564,5149.309249,0.2,141.55
17933,0.000181038,2.38,46.4,64.58,108.6622455,108.6622455,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5941.0,450.0,578.0,563.2182967,37.40949477,568.08,83647335.48,9.5,33.54222223,52.9800971,5774.853844,0.26,141.55
18587,0.0,0.0,47.0,64.0,73.26295197,73.26295197,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647027.98,9.5,34.0,0.0,0.0,0.0,141.55
12625,0.0,0.0,46.53,63.36,45.79709449,45.79709449,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6022.38,531.38,578.0,575.0066732,11.38303333,572.82,83573734.25,9.5,33.91020777,16.13724637,1454.564972,0.09,141.55
14136,0.0,0.0,47.0,64.0,20.16477766,20.16477766,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663710.55,9.5,34.0,0.0,0.0,0.0,141.55
8635,0.0,0.58,46.59,63.77,2.757031378,2.757031378,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6011.8,520.8,578.0,574.0023887,14.48187816,572.8,83663882.34,9.5,33.88000089,20.51982613,1932.649892,0.11,141.55
11329,0.0,58.0,6.0,43.4,22.335909,22.335909,0.0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,867.0,54.0,58.0,55.85993151,1.95067759,58.0,166438225.0,13.5,10.56889601,2.760841294,3.815401156,1.0,244.6
17193,0.041358542,7.03,45.94,67.09,9.548241368,9.548241368,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5992.29,501.29,578.0,573.3910928,18.18155701,563.58,83651074.3,9.5,33.86904876,24.30595675,1979.196326,0.15,141.55
704,0.0,0.0,47.0,64.0,91.85646551,91.85646551,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83581813.75,9.5,34.0,0.0,0.0,0.0,141.55
16971,0.0,0.0,47.0,64.0,74.08713086,74.08713086,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646769.28,9.5,34.0,0.0,0.0,0.0,141.55
725,0.0,0.0,47.0,64.0,54.6417926,54.6417926,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647399.05,9.5,34.0,0.0,0.0,0.0,141.55
5664,0.041551459,17.25,43.22,65.31,395.449311,395.449311,0.0,0,0,0,0,0,0,0,0.0,0.11,0.0,0.02,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5641.67,386.17,578.0,547.6910398,64.59921782,531.04,83573918.68,9.5,33.05642316,91.48130304,11569.50733,0.38,141.55
18823,0.0,0.0,47.0,64.0,17.57962018,17.57962018,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646749.21,9.5,34.0,0.0,0.0,0.0,141.55
3957,0.0,0.0,47.0,64.0,1.538306897,1.538306897,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647025.31,9.5,34.0,0.0,0.0,0.0,141.55
6745,0.0,0.0,47.0,64.0,3.242173962,3.242173962,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650867.44,9.5,34.0,0.0,0.0,0.0,141.55
6417,0.001538286,6.92,45.17,66.32,251661.8822,251661.8822,0.0,0,0,0,0,0,0,0,0.01,0.0,0.0,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5685.98,411.5,578.0,541.6319718,65.66487622,553.09,83581823.78,9.5,32.85859777,92.96587859,13356.43916,0.33,141.55
7942,0.0,0.0,45.59,62.08,1.469949698,1.469949698,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6048.28,562.46,578.0,576.9503684,3.839632656,562.46,83581518.71,9.5,33.98376914,3.271578947,267.5807202,0.02,141.55
1834,0.0,0.0,47.0,64.0,3.081284099,3.081284099,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83585998.76,9.5,34.0,0.0,0.0,0.0,141.55
16325,0.00194751,1.74,46.7,64.64,6.082628249,6.082628249,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5986.89,495.89,578.0,569.4779175,24.08036574,573.17,83585885.3,9.5,33.74145607,34.09133699,3573.324209,0.17,141.55
2793,0.000432551,5.41,45.41,64.58,79.18282047,79.18282047,0.0,0,0,0,0,0,0,0,0.02,0.0,0.0,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5874.63,434.16,578.0,558.6746408,45.73155548,559.39,83646568.19,9.5,33.40070198,64.76279233,7855.189024,0.28,141.55
3768,0.0,0.0,47.0,64.0,11.10321683,11.10321683,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647290.62,9.5,34.0,0.0,0.0,0.0,141.55
5988,0.0,0.0,47.0,64.0,14.95306205,14.95306205,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647300.1,9.5,34.0,0.0,0.0,0.0,141.55
13860,0.0,0.0,47.0,64.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647404.22,9.5,34.0,0.0,0.0,0.0,141.55
17441,0.0,0.0,47.0,64.0,4.505178431,4.505178431,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83573902.63,9.5,34.0,0.0,0.0,0.0,141.55
10414,0.02016017,1.16,46.59,65.67,11.71472621,11.71472621,0.0,0,0,0,0,0,0,0,0.0,0.02,0.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5991.0,500.0,578.0,571.1650871,21.59336539,572.8,83650906.03,9.5,33.79374774,30.57698781,3202.119217,0.15,141.55
13026,0.026687043,38.2,45.99,66.93,10.22412977,10.22412977,0.0,0,0,0,0,0,0,0,0.0,0.05,0.0,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5961.48,526.72,578.0,570.8324472,15.49342291,567.04,83663617.69,9.5,33.78156029,21.9524665,2239.670115,0.11,141.55
13752,0.0,0.0,47.0,64.0,2.438572939,2.438572939,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647295.61,9.5,34.0,0.0,0.0,0.0,141.55
17569,0.20929924,10.2,41.57,84.37,0.342019841,0.342019841,0.0,0,0,0,0,0,0,0,0.02,0.0,0.0,0.06,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5261.35,324.27,562.76,492.2733294,95.8167744,517.31,83651387.01,9.5,31.00171894,135.6922079,20588.36641,0.48,141.55
3798,0.0,0.0,47.0,64.0,2.391080332,2.391080332,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646620.67,9.5,34.0,0.0,0.0,0.0,141.55
8808,0.06652689,3.3,45.19,62.72,21.78029461,21.78029461,0.0,0,0,0,0,0,0,0,0.01,0.0,0.0,0.0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5982.02,501.02,578.36,572.162943,20.20380097,562.64,83650999.63,9.5,33.82385401,28.66190022,2780.045553,0.15,141.55
13248,0.0,2.59,46.59,65.69,2.071006577,2.071006577,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6049.86,558.86,578.0,576.8956943,4.456757459,574.81,83581714.9,9.5,33.96700454,6.32695123,334.1540422,0.06,141.55
12248,1.006522608,38634.0,7.1,99.0,60.33206235,60.33206235,0.0,0,0,0,0,1,0,0,0.0,1.8,0.0,20.0,45.9,0,1,0,0,0,0,0,1,0,0,0,0,1,1,8868.9,66.0,5244.0,583.6228808,1274.959751,804.0,166601339.0,13.5,34.17871284,1806.5947,1642495.101,1.0,244.6
2,0.956842637,1333.9,6.0,197.7,4.336956025,4.336956025,0.0,0,0,1,0,1,0,0,0.6,1.3,0.7,0.6,3.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,304.2,54.0,57.6,54.77666667,1.445659432,57.6,0.001068521,5.5,10.46607269,2.044471175,7.087888889,0.3,38.5
6154,0.0,0.0,47.0,64.0,10.54263753,10.54263753,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83586226.82,9.5,34.0,0.0,0.0,0.0,141.55
9814,0.00188194,6.51,46.4,64.64,5.219315795,5.219315795,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5982.66,524.0,578.0,570.6168586,16.79141811,572.09,83663574.06,9.5,33.77698132,23.77640087,1917.830453,0.15,141.55
9251,0.0,58.0,6.0,48.0,23.78856145,23.78856145,0.0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,319.0,58.0,58.0,58.0,0.0,58.0,5.34e-05,5.5,10.77032961,0.0,0.0,0.0,38.5
11248,0.0,0.0,47.0,64.0,37617.07623,37617.07623,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647395.19,9.5,34.0,0.0,0.0,0.0,141.55
10321,0.0,0.0,47.0,64.0,76.02577511,76.02577511,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574023.47,9.5,34.0,0.0,0.0,0.0,141.55
13291,0.04291297,5.84,46.59,64.0,23.82354977,23.82354977,0.0,0,0,0,0,0,0,0,0.0,0.07,0.0,0.0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6033.16,542.16,578.0,575.8618578,8.471767186,572.88,83647075.33,9.5,33.93584144,12.01964017,1034.677,0.07,141.55
8971,0.023321333,248.54,46.18,63.88,11.06559635,11.06559635,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.15,0.27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6264.72,578.0,680.52,591.397899,34.32654881,596.64,83573727.45,9.5,34.37593439,48.63591339,10824.30222,0.11,141.55
12284,30.13345151,3689.4,7.1,114.7,3.025799112,3.025799112,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,4.2,8.6,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4358.5,66.0,1140.6,260.0642136,339.2588694,840.3,166601390.0,13.5,22.02546279,474.8832439,151006.0228,1.0,244.6
8883,0.155842361,13.41,46.12,63.36,1.456598919,1.456598919,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.05,0.14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6022.62,552.1,578.0,575.4410402,7.657261123,567.7,83586356.1,9.5,33.92208535,10.87920103,1194.124114,0.05,141.55
13387,0.0,0.0,46.53,63.36,183.8558717,183.8558717,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6037.92,546.92,578.0,576.2068014,7.236991736,572.82,83586097.47,9.5,33.94614121,10.27385811,881.0993331,0.06,141.55
16383,0.0,0.0,47.0,64.0,4.168199608,4.168199608,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83651097.82,9.5,34.0,0.0,0.0,0.0,141.55
17442,0.0,0.66,46.13,64.58,24.02170617,24.02170617,0.0,0,0,0,0,0,0,0,0.01,0.0,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5993.16,501.2,578.96,571.3295831,21.49169313,573.0,83647524.63,9.5,33.7987521,30.43350428,3105.020984,0.23,141.55
8118,0.0,0.0,47.0,64.0,33.48243138,33.48243138,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663522.75,9.5,34.0,0.0,0.0,0.0,141.55
9438,0.047613232,2550.47,41.49,68.12,63.01240463,63.01240463,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,1.28,3.15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6358.28,500.44,1373.09,624.332616,247.2433177,575.45,83647032.74,9.5,35.09605217,350.0615847,372057.8205,0.17,141.55
15603,132.1290337,177482.9,7.1,51.9,17.79825724,17.79825724,0.0,0,0,0,0,1,0,0,0.7,1.2,0.0,510.1,1073.1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,496.6,66.0,150.4,85.68654762,32.67627828,99.9,0.017980409,5.5,13.0568786,46.21123591,1386.572016,0.8,38.5
16865,0.0,0.0,46.53,63.36,8.772437218,8.772437218,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6006.84,515.84,578.0,573.4422086,16.05409558,572.82,83650898.94,9.5,33.86309854,22.74312594,2182.823302,0.12,141.55
18302,0.0,0.0,47.0,64.0,1.475203327,1.475203327,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574020.35,9.5,34.0,0.0,0.0,0.0,141.55
5850,0.0,0.0,46.54,65.91,124.6505491,124.6505491,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5992.8,501.8,578.0,571.3228159,21.09505696,572.92,83581771.65,9.5,33.79862217,29.87136501,3056.03437,0.15,141.55
7505,50.0525485,713019.1,6.5,90.8,57.43993691,57.43993691,0.0,0,0,0,0,1,0,0,0.0,1.2,0.0,273.1,1151.2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,7125.7,669.5,2817.2,1494.45381,784.519152,874.2,0.012079096,5.5,54.04446652,1109.477625,705829.5777,0.9,38.5
7603,0.0032197,1.08,46.24,63.77,7.859636731,7.859636731,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5874.6,474.8,568.04,546.966513,35.1541112,568.04,83586359.41,9.5,32.88691284,49.76400558,6998.185733,0.19,141.55
16300,36.47489441,31868.94,14.27,70.91,33.84761958,33.84761958,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.16,2.28,0,0,0,0,0,0,0,0,1,0,0,0,1,1,974.81,53.02,246.16,96.46344076,67.56010547,92.5,83581951.1,9.5,13.64905118,95.65994191,6575.472522,0.95,141.55
621,0.0,0.0,47.0,64.0,320.2003206,320.2003206,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83651068.96,9.5,34.0,0.0,0.0,0.0,141.55
7757,0.0,0.0,46.07,63.9,1.211755954,1.211755954,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6043.86,552.86,578.0,576.6879591,5.590131592,568.02,83581761.91,9.5,33.96017032,7.981176273,638.129777,0.05,141.55
6584,0.025734751,13.52,46.7,63.81,2.984437607,2.984437607,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6053.35,562.35,578.0,577.1251316,3.592172125,574.87,83646625.6,9.5,33.97382386,5.103788799,260.7437091,0.05,141.55
16353,0.0,0.0,47.0,64.0,0.995245756,0.995245756,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646756.36,9.5,34.0,0.0,0.0,0.0,141.55
3577,0.0,0.0,46.06,62.72,0.729235718,0.729235718,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6043.1,562.46,578.0,576.6489591,4.330239796,567.64,83663530.67,9.5,33.95855921,6.174373566,646.2175333,0.03,141.55
12232,0.000243361,2.81,46.4,64.64,62.2073031,62.2073031,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5934.56,443.56,578.0,566.8410827,36.43596153,568.42,83581830.55,9.5,33.66430031,51.60073981,4879.988437,0.28,141.55
8749,0.0,0.0,47.0,64.0,2.743054676,2.743054676,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83586838.51,9.5,34.0,0.0,0.0,0.0,141.55
13740,1.19e-08,2.6,45.24,66.37,301992.5859,301992.5859,0.0,0,0,0,0,0,0,0,0.01,0.0,0.0,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5693.79,474.4,558.39,526.988529,37.26490078,557.71,83663548.01,9.5,32.08570465,52.7556928,8521.403889,0.19,141.55
3911,0.00148247,3.78,46.4,66.49,4.452029277,4.452029277,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5983.72,514.56,578.0,571.8360878,18.17114214,569.48,83650947.01,9.5,33.8140422,25.74001038,2560.250113,0.13,141.55
3641,0.0,2.3,46.7,65.91,22.60142151,22.60142151,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6009.84,518.84,578.0,571.859866,17.34982873,574.52,83646605.91,9.5,33.81531864,24.56270243,1854.968965,0.17,141.55
18120,0.013893375,33.75,44.48,63.36,31.23440535,31.23440535,0.0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.05,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5617.72,423.68,578.0,537.1968353,59.77191695,547.22,83650964.15,9.5,32.66533736,84.62257061,12842.34224,0.3,141.55
4191,0.0,0.0,46.54,65.91,12.65629955,12.65629955,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6053.76,562.76,578.0,577.1964094,3.405140505,572.92,83586781.24,9.5,33.9756817,4.854045254,392.7530919,0.03,141.55
7432,0.0,0.0,46.54,64.0,41.35905021,41.35905021,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.72,578.0,578.72,578.0415413,0.167652318,578.12,83663706.14,9.5,34.00123072,0.238004435,0.472854847,0.06,141.55
882,0.011174719,3.96,46.7,63.81,5.054915322,5.054915322,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6048.04,557.04,578.0,576.8628641,4.745330202,572.76,83647297.06,9.5,33.96571617,6.750570703,569.8974504,0.04,141.55
5935,0.0,0.0,46.06,62.72,14.6755586,14.6755586,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6012.02,546.92,578.0,574.7589362,9.44580441,567.64,83647245.65,9.5,33.90141352,13.40887442,1509.415162,0.06,141.55
16691,4.65e-05,1.16,46.59,63.77,303.0540605,303.0540605,0.0,0,0,0,0,0,0,0,0.0,0.02,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6027.4,536.4,578.0,575.4284493,9.989779194,572.8,83663763.12,9.5,33.92284905,14.16703884,1259.263263,0.08,141.55
16061,0.000617959,1.94,46.7,64.58,46.93673872,46.93673872,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6050.08,559.08,578.0,576.9735396,4.283475545,573.27,83663688.08,9.5,33.96909189,6.093549508,464.3617311,0.04,141.55
19206,0.0,2.3,46.23,65.27,1.570016432,1.570016432,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5994.22,503.22,574.52,565.220866,21.85927129,569.34,83573848.49,9.5,33.59802183,29.34343403,2426.848965,0.19,141.55
510,0.0,0.0,47.0,64.0,96.17757395,96.17757395,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83581499.35,9.5,34.0,0.0,0.0,0.0,141.55
6282,0.020155871,1.74,43.37,79.28,10.18757696,10.18757696,0.0,0,0,0,0,0,0,0,0.0,0.03,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5864.36,480.04,578.0,565.4433047,30.34857029,537.24,83651096.36,9.5,33.61828735,42.87150049,5159.465392,0.19,141.55
