,flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
10563,0.0,0.0,47.0,64.0,18.86220659,18.86220659,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663885.4,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
15407,0.03511174,6.74,46.13,65.91,0.582658134,0.582658134,0.0,0,0,0,0,0,0,0,0.0,0.1,0.01,0.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6008.39,517.39,578.0,573.8231378,15.24057372,569.79,83651197.08,9.5,33.87906158,20.67767095,1962.497326,0.11,141.55,Mirai-greip_flood
9924,0.00738169,15.67,36.13,90.85,2410.035979,2410.035979,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4507.48,271.66,567.64,421.0582996,123.8488992,446.37,83581760.26,9.5,28.29269982,173.0950978,27350.41469,0.56,141.55,Mirai-greip_flood
5521,0.0,0.66,46.59,64.0,15.01478101,15.01478101,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6022.92,531.92,578.0,575.041345,11.25118353,572.88,83663592.04,9.5,33.91126381,15.95032846,1421.06364,0.09,141.55,Mirai-greip_flood
1174,0.03057198,2.32,46.59,65.68,1.110490197,1.110490197,0.0,0,0,0,0,0,0,0,0.0,0.04,0.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5991.0,500.0,578.0,571.1650871,21.59336539,572.8,83651075.08,9.5,33.79374774,30.57698781,3202.119217,0.15,141.55,Mirai-greip_flood
4400,0.0,0.0,44.24,75.46,39.85257327,39.85257327,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5738.8,425.6,578.0,548.0638539,58.37690919,547.52,83581744.86,9.5,33.06340333,82.66212406,11609.20826,0.3,141.55,Mirai-greip_flood
6194,0.025840991,7.62,46.7,63.85,1.551560596,1.551560596,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6038.86,547.86,578.0,575.8935664,7.630835802,575.26,83646496.81,9.5,33.9372827,10.81236992,536.5962401,0.11,141.55,Mirai-greip_flood
18965,0.0,0.0,47.0,64.0,4.418329817,4.418329817,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650815.16,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
13570,0.0,0.0,46.53,63.36,45.69979135,45.69979135,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5991.3,500.3,578.0,571.1913752,21.51031398,572.82,83663695.26,9.5,33.79456054,30.45938401,3177.5349,0.15,141.55,Mirai-greip_flood
16922,0.0,0.0,47.0,64.0,0.887799035,0.887799035,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574038.3,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
4767,0.0,0.0,46.53,63.36,3.83154483,3.83154483,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6032.74,541.74,578.0,575.8368014,8.571045708,572.82,83663585.01,9.5,33.9350789,12.16049533,1059.069333,0.07,141.55,Mirai-greip_flood
18744,0.006160102,206.89,44.54,73.96,77.40542856,77.40542856,0.0,0,0,0,0,0,0,0,0.0,0.12,0.0,0.17,0.39,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6010.38,448.8,644.73,561.683096,51.04101797,594.23,83651452.7,9.5,33.41905242,72.37910902,16118.8151,0.24,141.55,Mirai-greip_flood
6322,0.0,4.6,46.4,67.82,2.876532062,2.876532062,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5964.6,518.84,578.0,568.3628748,21.53241756,571.04,83574059.49,9.5,33.70801403,30.48535668,2767.61509,0.17,141.55,Mirai-greip_flood
4462,0.0597807,8.15,46.59,63.68,6.493515851,6.493515851,0.0,0,0,0,0,0,0,0,0.0,0.03,0.0,0.03,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6039.24,548.24,578.0,576.1603522,7.146534347,574.28,83647517.88,9.5,33.94503922,10.13488163,644.4596425,0.08,141.55,Mirai-greip_flood
8604,0.0,0.0,47.0,64.0,66.75373413,66.75373413,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83581840.8,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
18167,0.0,0.0,47.0,64.0,10.03048866,10.03048866,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83586811.78,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
18578,0.0,0.0,47.0,64.0,6.486179208,6.486179208,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83581715.29,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
12339,0.0,0.0,46.53,63.36,1.27098311,1.27098311,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6063.82,572.82,578.0,577.741,1.128954826,572.82,83646615.7,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
4634,0.0,0.0,47.0,64.0,1.195275783,1.195275783,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646708.47,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
7041,0.0,2.3,46.7,65.91,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6009.84,518.84,578.0,571.859866,17.34982873,574.52,100381410.6,9.5,33.81531864,24.56270243,1854.968965,0.17,141.55,Mirai-greip_flood
15266,295.0221915,31189.3,7.1,80.4,15.55141238,15.55141238,0.0,0,0,0,0,1,0,0,0.0,0.7,0.0,126.6,250.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1479.4,50.0,249.2,94.24680952,57.6270561,113.2,166439276.0,13.5,13.72671095,81.69532419,3396.091125,1.0,244.6,Recon-OSScan
12813,0.0,0.0,47.0,64.0,10.64509039,10.64509039,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650856.5,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
15856,0.0,0.0,47.0,64.0,5.941387737,5.941387737,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574173.36,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
16848,0.073829591,6.12,45.24,64.4,0.878476974,0.878476974,0.0,0,0,0,0,0,0,0,0.02,0.0,0.03,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5816.5,442.84,578.0,553.7134066,48.78213635,557.52,83647434.72,9.5,33.23810851,69.08821236,9509.530865,0.26,141.55,Mirai-greip_flood
10894,0.0,0.0,47.0,64.0,19.13438031,19.13438031,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83585869.22,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
2445,19.94857423,686998.2,6.0,159.7,62.45140188,62.45140188,0.0,0,0,0,0,1,0,0,0.0,1.6,0.0,87.2,768.3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,7558.1,378.4,3235.5,1405.040159,1046.68578,1140.4,0.007090187,5.5,52.76566735,1480.237226,1384761.603,0.9,38.5,Recon-OSScan
3953,43.33325381,95787.41,14.14,76.3,48.99860997,48.99860997,0.0,0,0,0,0,0,0,0,0.01,0.08,0.0,1.78,2.99,0,0,0,0,0,0,0,0,1,0,0,0,1,1,693.97,50.92,112.15,65.57160339,18.74542576,71.39,83586365.37,9.5,11.42139918,26.18037958,565.3886659,0.94,141.55,Mirai-greip_flood
8099,0.029024823,34.96,43.86,69.21,5258.70557,5258.70557,0.0,0,0,0,0,0,0,0,0.0,0.07,0.0,0.02,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5811.24,385.88,618.76,547.2082859,69.51593312,549.32,83650790.97,9.5,32.99116846,98.13636897,13498.20571,0.38,141.55,Mirai-greip_flood
10748,0.025002809,10.64,43.0,77.95,555750.2675,555750.2675,0.0,0,0,0,0,0,0,0,0.0,0.14,0.0,0.0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5647.54,399.7,578.0,545.5269954,61.3604462,532.3,83650868.65,9.5,32.97183238,86.93966898,11902.40196,0.35,141.55,Mirai-greip_flood
9120,0.192053392,977.57,43.89,67.05,6.581711889,6.581711889,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.34,0.67,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5989.86,488.24,634.98,573.3785065,33.30486706,553.6,83650800.75,9.5,33.86678958,47.0175727,5962.48411,0.23,141.55,Mirai-greip_flood
14692,0.0,0.0,47.0,64.0,2.756249,2.756249,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574012.31,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
14399,0.010050099,2.22,46.59,64.0,2.258486643,2.258486643,0.0,0,0,0,0,0,0,0,0.0,0.03,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5993.4,502.4,578.0,571.3753921,20.92895414,572.96,83581845.13,9.5,33.8002457,29.63615742,3008.097319,0.15,141.55,Mirai-greip_flood
7393,0.0,0.0,46.54,65.91,2.350338449,2.350338449,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6053.76,562.76,578.0,577.1964094,3.405140505,572.92,83581839.33,9.5,33.9756817,4.854045254,392.7530919,0.03,141.55,Mirai-greip_flood
16317,4.825710559,11773.1,7.1,62.4,74.39814075,74.39814075,0.0,0,0,0,0,1,0,0,0.0,1.5,0.0,41.5,86.1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2149.7,54.0,653.4,138.190271,164.3357027,161.9,166430307.9,13.5,16.60815277,232.9700713,27593.21174,1.0,244.6,Recon-OSScan
17152,0.0,0.0,47.0,64.0,10.01376136,10.01376136,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83586768.79,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
17807,0.543978581,43.97,30.17,61.16,42.47584751,42.47584751,0.0,0,0,0,0,0,0,0,0.0,0.26,0.0,0.05,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4310.01,258.29,547.55,397.9161729,122.7982828,421.63,83647384.5,9.5,27.35426181,173.4209849,27667.07273,0.6,141.55,Mirai-greip_flood
4723,0.0,0.0,46.53,63.36,265.1518159,265.1518159,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6012.02,521.02,578.0,574.0177641,14.42617863,572.82,83646614.8,9.5,33.88047044,20.44090372,1917.811944,0.11,141.55,Mirai-greip_flood
12912,1.083270144,3829.7,7.1,64.0,124.4892569,124.4892569,0.0,0,0,0,0,1,0,0,1.4,1.8,0.0,1.8,9.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1002.3,45.3,66.0,64.67091668,5.0542426,63.7,166430234.3,13.5,11.37223884,7.165186612,28.67670691,0.9,244.6,Recon-OSScan
18620,0.01344183,1.8,46.59,64.59,20.26522936,20.26522936,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6044.6,553.6,578.0,576.635988,5.60057507,573.12,83573737.42,9.5,33.95900777,7.957344836,633.8183492,0.05,141.55,Mirai-greip_flood
11741,14.9202342,70276.0,7.1,97.9,39.70266018,39.70266018,0.0,0,0,0,1,1,0,0,0.0,0.0,0.0,368.0,581.8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1519.1,54.0,164.0,97.87572445,36.0242608,102.5,166576429.8,13.5,13.98930226,51.07817612,1307.387109,1.0,244.6,DictionaryBruteForce
3883,0.655094786,158.75,43.83,65.57,2.647615472,2.647615472,0.0,0,0,0,0,0,0,0,0.03,0.16,0.0,0.41,0.77,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5673.24,417.78,576.59,537.2193377,56.01972084,552.57,83586355.04,9.5,32.68787555,79.30461543,10221.506,0.33,141.55,Mirai-greip_flood
10315,0.0,0.58,45.67,69.73,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5945.4,484.88,578.0,569.1707588,26.82968545,562.64,83646660.45,9.5,33.73275275,38.03145903,4101.622645,0.18,141.55,Mirai-greip_flood
3623,0.0,0.0,47.0,64.0,111.9003268,111.9003268,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646490.12,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
16873,0.0,0.0,47.0,64.0,1.133296832,1.133296832,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83586774.73,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
13593,0.0,3.35,44.35,60.8,30.67065439,30.67065439,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5794.91,458.86,567.96,540.5748688,40.71427403,549.67,83663751.97,9.5,32.69475738,57.26021393,7680.030075,0.22,141.55,Mirai-greip_flood
12681,105.8341429,22806.6,14.8,63.6,3.394958504,3.394958504,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,29.4,58.7,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1021.2,50.0,149.5,66.02019385,24.45199507,65.4,166601296.8,13.5,11.49564958,34.63576644,618.6211283,1.0,244.6,DictionaryBruteForce
7559,0.0,0.0,47.0,64.0,9.60951626,9.60951626,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647037.28,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
6390,0.0,0.0,47.0,64.0,8.568374642,8.568374642,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646618.33,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
12126,0.0,0.0,46.53,63.36,9.730988074,9.730988074,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6027.56,536.56,578.0,575.4383399,9.951356966,572.82,83663572.04,9.5,33.92315018,14.11255023,1249.59525,0.08,141.55,Mirai-greip_flood
14867,0.0,0.0,47.0,64.0,62.18159446,62.18159446,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83581843.86,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
16198,0.0,0.0,46.06,62.72,64.52825022,64.52825022,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5955.04,489.94,578.0,567.41251,28.03413245,567.64,83573759.94,9.5,33.67735841,39.69674004,4738.276629,0.17,141.55,Mirai-greip_flood
16879,0.0,0.0,47.0,64.0,3.122399771,3.122399771,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646616.49,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
11759,0.0,0.0,46.08,66.45,0.300859468,0.300859468,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5958.92,496.72,578.0,568.6451647,25.48925546,568.12,83581752.35,9.5,33.71606731,36.0954283,4125.834984,0.16,141.55,Mirai-greip_flood
4055,0.035867109,14.65,44.76,66.45,19.01887739,19.01887739,0.0,0,0,0,0,0,0,0,0.02,0.03,0.03,0.02,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5599.36,403.24,578.0,533.9751098,71.80730317,547.72,83647091.15,9.5,32.60066132,101.654455,15557.64017,0.34,141.55,Mirai-greip_flood
12642,0.0,0.0,47.0,64.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663526.19,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
8504,0.0,0.0,47.0,64.0,112.6955774,112.6955774,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83573977.91,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
5822,0.0,0.0,45.15,64.98,1.527337784,1.527337784,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5815.6,324.6,573.2,548.3358122,70.02414859,558.42,83646498.81,9.5,33.03891129,99.17729722,10147.03398,0.51,141.55,Mirai-greip_flood
15826,0.0,0.0,47.0,64.0,1.297450628,1.297450628,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663689.35,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
2542,0.014871011,29.31,45.24,64.27,8.112208479,8.112208479,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.07,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5883.9,433.08,572.82,554.4658651,44.14907871,557.4,83650815.65,9.5,33.20804533,61.9111822,7468.080602,0.27,141.55,Mirai-greip_flood
12479,0.555740452,10.82,44.36,67.81,0.243571173,0.243571173,0.0,0,0,0,0,0,0,0,0.0,0.14,0.05,0.0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5647.28,239.46,578.0,537.8068593,104.921265,546.78,83581962.09,9.5,32.77895928,147.9489243,17637.8895,0.65,141.55,Mirai-greip_flood
2922,0.0,0.0,47.0,64.0,42.57225797,42.57225797,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646572.36,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
4543,0.0,0.0,47.0,64.0,3.788998608,3.788998608,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83651389.83,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
14538,0.0,0.0,47.0,64.0,1.401374243,1.401374243,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83586833.68,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
17565,0.0,0.99,44.71,63.26,63.57847826,63.57847826,0.0,0,0,0,0,0,0,0,0.01,0.0,0.0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5884.86,502.64,578.0,566.8304266,25.1865167,552.49,83581842.57,9.5,33.65351348,35.71164675,4625.789018,0.15,141.55,Mirai-greip_flood
8841,0.00072032,24.72,43.38,67.97,80.37605414,80.37605414,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.02,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5889.8,459.56,706.4,575.9351708,68.63386722,549.51,83573370.77,9.5,33.88204669,96.06502529,20003.07694,0.28,141.55,Mirai-greip_flood
6188,0.129330294,21.89,46.1,66.46,1.641561779,1.641561779,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5875.22,384.22,578.0,559.036572,54.21309035,564.12,83581506.02,9.5,33.42345166,76.77394221,7117.197346,0.43,141.55,Mirai-greip_flood
10523,0.043418651,494.21,46.7,64.0,18.94451327,18.94451327,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6011.55,520.55,578.0,572.9658238,15.90434412,574.17,83586810.33,9.5,33.84906155,22.52112756,1737.114149,0.15,141.55,Mirai-greip_flood
7268,0.0,2.14,46.7,65.91,232.2041743,232.2041743,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6058.08,567.08,578.0,577.4241988,2.439903827,574.36,83581551.95,9.5,33.98263502,3.478095418,201.6484812,0.03,141.55,Mirai-greip_flood
13714,11.6905158,610.4,7.1,64.0,40.05020969,40.05020969,0.0,0,1,0,0,1,0,0,0.0,1.1,0.0,0.0,0.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4405.4,54.0,523.0,291.5375756,200.5609801,89.6,166439315.8,13.5,24.13041904,283.8548904,40299.4842,1.0,244.6,Recon-OSScan
5104,0.0,0.0,47.0,64.0,1.293204355,1.293204355,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574174.13,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
16987,0.005405378,14.9,42.53,68.23,24.77523036,24.77523036,0.0,0,0,0,0,0,0,0,0.0,0.07,0.0,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5399.06,385.16,578.0,527.0175862,76.5738582,520.99,83586106.74,9.5,32.35684819,108.4386446,16269.46124,0.37,141.55,Mirai-greip_flood
14687,0.0,0.0,47.0,64.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83651455.56,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
7203,0.0,0.0,47.0,64.0,6.04932569,6.04932569,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574008.63,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
6100,0.0,0.0,47.0,64.0,16.05100436,16.05100436,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650897.82,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
13249,0.0,0.0,47.0,64.0,3.85537853,3.85537853,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663524.99,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
15300,0.0,0.0,47.0,64.0,1.245136187,1.245136187,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647270.24,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
12577,0.0,10.9,45.65,64.52,138.9970009,138.9970009,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6016.9,536.56,603.6,574.7062359,18.98349366,572.76,83585870.19,9.5,33.89829548,26.93595603,2869.30137,0.13,141.55,Mirai-greip_flood
15322,0.00053242,4.48,45.16,63.36,35.55904416,35.55904416,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5815.26,354.96,573.11,549.0429994,64.14807097,553.85,83646552.55,9.5,33.05451753,90.84603157,9692.942046,0.45,141.55,Mirai-greip_flood
754,0.0,0.99,46.59,64.0,14.18138048,14.18138048,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6045.05,554.05,578.0,576.6611439,5.497285776,573.21,83586762.74,9.5,33.95977298,7.810590526,610.6553843,0.05,141.55,Mirai-greip_flood
8083,0.0,0.0,37.77,90.44,1.075212756,1.075212756,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5118.4,284.8,573.2,491.7584462,114.9549711,477.78,83581753.83,9.5,31.13775027,162.747048,24179.67045,0.57,141.55,Mirai-greip_flood
4002,0.0,0.0,45.59,62.08,37.47842288,37.47842288,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6001.66,521.02,578.0,574.087299,14.28159676,562.46,83647404.56,9.5,33.88170939,20.2869238,1895.812783,0.11,141.55,Mirai-greip_flood
